[0.0242  Replica 0000]: Replica 0000 starting up
[18.6029  Replica 0002]: Sending following batch of entries: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed'
[18.6033  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 107, 'term': 2, 'command': {'KTLBEOLBADXB9Y52N6Q7VLVGZREZ1QGJ': '3019df9e77a2f31e7336f9a168476cba'}, 'committed': False}, {'log_index': 108, 'term': 2, 'command': {'BQ2XSFK976KTP5TMPWD40AVWYO1IGSTD': '903be5dc6e365cdfcb66057bf6f6ec4f'}, 'committed': False}], 'leaderCommit': 106, 'prevLogIndex': 106, 'prevLogTerm': 2}
[18.6033  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.6033  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}'
[18.6036  Replica 0002]: : False}]
[18.6036  Replica 0002]: Received message '{'src': '0018', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'PWE1VMU7AZRNGAB5', 'key': 'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6', 'value': 'b20f08a2d950e23fdbe87771f2b7b8af'}'
[18.6036  Replica 0002]: Storing key_okay_msg_mapping:  {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': {'src': '0002', 'dst': '0018', 'leader': '0002', 'type': 'ok', 'MID': 'PWE1VMU7AZRNGAB5'}}
[18.6036  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.6036  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.6042  Replica 0002]: last log index: 110
[18.6042  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.7096  Replica 0002]: Received message '{'src': '0017', 'dst': '0002', 'leader': '0002', 'type': 'get', 'MID': 'UPX0Z2RGZKXWYER4', 'key': 'VI9ETHD01XIBGW5T2F9Z1J905NO6Y60R'}'
[18.7722  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}
[18.7722  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.7722  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}'
[18.7785  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}
[18.7785  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.7785  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}'
[18.7791  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 109, 'term': 2, 'command': {'UTG58EFEC7G5FMD4Z7Q8CBVOC0HWYSJM': '2ba4669e9fd4728f0b7e56c1b8a43c07'}, 'committed': False}], 'leaderCommit': 108, 'prevLogIndex': 108, 'prevLogTerm': 2}
[18.7791  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.7792  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}'
[18.7793  Replica 0002]: sending: {'src': '0002', 'dst': '0017', 'leader': '0002', 'type': 'ok', 'MID': 'UPX0Z2RGZKXWYER4', 'value': '547de296534a97f2b855978900395020'}
[18.7793  Replica 0002]: Sending following batch of entries: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}]
[18.7793  Replica 0002]: Sending following batch of entries: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}]
[18.7793  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[18.7793  Replica 0002]: Sending following batch of entries: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed'
[18.7840  Replica 0002]: : False}]
[18.7840  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.7840  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.7840  Replica 0002]: last log index: 110
[18.7840  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.8899  Replica 0002]: Received message '{'src': '0018', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'MW7NILJTPQ9HKVJ4', 'key': '2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y', 'value': '8855e8aa7fd0a67834fb9131934de649'}'
[18.9456  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}
[18.9456  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.9456  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}'
[18.9504  Replica 0002]: Storing key_okay_msg_mapping:  {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': {'src': '0002', 'dst': '0018', 'leader': '0002', 'type': 'ok', 'MID': 'MW7NILJTPQ9HKVJ4'}}
[18.9504  Replica 0002]: Sending following batch of entries: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}]
[18.9504  Replica 0002]: Sending following batch of entries: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}]
[18.9504  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[18.9504  Replica 0002]: Sending following batch of entries: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649
[18.9510  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}
[18.9510  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.9510  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}'
[18.9513  Replica 0002]: '}, 'committed': False}]
[18.9513  Replica 0002]: Received message '{'src': '0018', 'dst': '0002', 'leader': '0002', 'type': 'get', 'MID': 'XE23NOJ7FUORAY0A', 'key': '2ULS76WUZ4CR3TC34OSREKA32482L43I'}'
[18.9513  Replica 0002]: sending: {'src': '0002', 'dst': '0018', 'leader': '0002', 'type': 'ok', 'MID': 'XE23NOJ7FUORAY0A', 'value': '45fc6ff1de315e85212914956002aaaa'}
[18.9513  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.9513  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[18.9513  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 110, 'term': 2, 'command': {'KP5YYZQCN50M7VDCOHQGK8GD6V3LA2A6': 'b20f08a2d950e23fdbe87771f2b7b8af'}, 'committed': False}], 'leaderCommit': 109, 'prevLogIndex': 109, 'prevLogTerm': 2}
[18.9513  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[18.9513  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}'
[18.9520  Replica 0002]: last log index: 111
[18.9521  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[19.0603  Replica 0002]: Received message '{'src': '001B', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'MST0W7J2VUSQC9S0', 'key': 'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK', 'value': '6a6ec8e3c71cb18ce658a0c08e4d5173'}'
[19.1131  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}
[19.1136  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[19.1136  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}], 'leaderCommit': 111, 'prevLogIndex': 111, 'prevLogTerm': 2}'
[19.1161  Replica 0002]: Storing key_okay_msg_mapping:  {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': {'src': '0002', 'dst': '001B', 'leader': '0002', 'type': 'ok', 'MID': 'MST0W7J2VUSQC9S0'}}
[19.1161  Replica 0002]: Sending following batch of entries: [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}]
[19.1161  Replica 0002]: Sending following batch of entries: [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}]
[19.1161  Replica 0002]: Sending following batch of entries: [{'log_index': 62, 'term': 2, 'command': {'VWZD7C6F94NRL00260N264XTW7Q64SJ7': '579e073db50c33676cda0f210c4020c6'}, 'committed': False}, {'log_index': 63, 'term': 2, 'command': {'S568B7W30QC5JVDBUKZQJIFUQUOOXRS9': 'df0b356fd22981f1319c9919dfe52505'}, 'committed': False}, {'log_index': 64, 'term': 2, 'command': {'7R8JRIWVCI0DX8RO3PG326U33LR4A7FF': 'aab8fc2f3aa318f3407eaa23655e73d5'}, 'committed': False}, {'log_index': 65, 'term': 2, 'command': {'7G4UOKOP9OIY1UJSRN8QHODUCSMLYX2C': '2a9f1784c69d4636bda3637be28fe804'}, 'committed': False}, {'log_index': 66, 'term': 2, 'command': {'4ASVM9FOKPWLWTOE2VJF7PIM57DZHQTA': '291b09102678ee644faa75b826c512fc'}, 'committed': False}, {'log_index': 67, 'term': 2, 'command': {'Q3BXTNPE76BNGEYP5Q25F9SNOV46O3FC': '24b22237b5acb47373206c8a867d478b'}, 'committed': False}]
[19.1161  Replica 0002]: Sending following batch of entries: [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173
[19.1169  Replica 0004]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}
[19.1170  Replica 0004]: sending: {'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[19.1170  Replica 0004]: Received message '{'src': '0002', 'dst': '0004', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}], 'leaderCommit': 111, 'prevLogIndex': 111, 'prevLogTerm': 2}'
[19.1171  Replica 0002]: '}, 'committed': False}]
[19.1171  Replica 0002]: Received message '{'src': '0019', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'HGF7RZQIRVC86S2C', 'key': '75Y377P7F59K93H5CZ1K2QS8RJL2LWD6', 'value': '314a8e6c16eaa4de0312c1083301c6dc'}'
[19.1171  Replica 0002]: Storing key_okay_msg_mapping:  {'75Y377P7F59K93H5CZ1K2QS8RJL2LWD6': {'src': '0002', 'dst': '0019', 'leader': '0002', 'type': 'ok', 'MID': 'HGF7RZQIRVC86S2C'}}
[19.1171  Replica 0002]: Received message '{'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[19.1175  Replica 0003]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 111, 'term': 2, 'command': {'2G91TN7BO7LINPJUEDHTJJNTYQP7TL1Y': '8855e8aa7fd0a67834fb9131934de649'}, 'committed': False}], 'leaderCommit': 110, 'prevLogIndex': 110, 'prevLogTerm': 2}
[19.1175  Replica 0003]: sending: {'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[19.1175  Replica 0003]: Received message '{'src': '0002', 'dst': '0003', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}], 'leaderCommit': 111, 'prevLogIndex': 111, 'prevLogTerm': 2}'
[19.1181  Replica 0002]: Received message '{'src': '0004', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[19.1181  Replica 0002]: last log index: 113
[19.1181  Replica 0002]: Received message '{'src': '0003', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}'
[19.2206  Replica 0002]: Received message '{'src': '0019', 'dst': '0002', 'leader': '0002', 'type': 'put', 'MID': 'X7W417L5WKEVTR65', 'key': 'SSWPZ5DOX6015VGT3KOL6IFC6LLLM73J', 'value': '740529c1ffa2113eef3c10685b83665e'}'
[19.2779  Replica 0001]: &&&&&&&&&& right before if len(log_entries_rcvd_from_leader) == 0, log_entries_rcvd_from_leader: [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}], message from leader: {'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 112, 'term': 2, 'command': {'Z0AJ5LR8VZU33Z8Y3XF5X23EYY5KGWWK': '6a6ec8e3c71cb18ce658a0c08e4d5173'}, 'committed': False}], 'leaderCommit': 111, 'prevLogIndex': 111, 'prevLogTerm': 2}
[19.2779  Replica 0001]: sending: {'src': '0001', 'dst': '0002', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'success': True}
[19.2779  Replica 0001]: Received message '{'src': '0002', 'dst': '0001', 'type': 'append_entries', 'leader': '0002', 'term': 2, 'entries': [{'log_index': 113, 'term': 2, 'command': {'75Y377P7F59K93H5CZ1K2QS8RJL2LWD6': '314a8e6c16eaa4de0312c1083301c6dc'}, 'committed': False}, {'log_index': 114, 'term': 2, 'command': {'SSWPZ5DOX6015VGT3KOL6IFC6LLLM73J': '740529c1ffa2113eef3c10685b83665e'}, 'committed': False}], 'leaderCommit': 112, 'prevLogIndex': 112, 'prevLogTerm': 2}'
